# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 11:56:26 2025
#
# User preference: *
#
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
#
loc_rowid,koi_period,koi_duration,koi_prad,koi_insol,koi_teq,koi_steff,koi_srad
5742,3.174635770,10.98800,9.32,667.65,1296.0,5999.00,0.9960
5743,0.902222843,2.05160,48.23,2710661.90,10340.0,3705.00,89.8060
5744,22.468530900,3.03400,20.05,276.85,1040.0,5461.00,3.3010
5745,10.161048340,3.04480,2.72,96.98,800.0,5636.00,0.9130
5746,2.743978797,6.44200,38.11,392.49,1136.0,5334.00,0.8100
5747,1.332561398,4.10300,2.16,6330.12,2276.0,6468.00,1.6020
5748,12.896235540,2.62500,2.55,89.02,783.0,6072.00,0.9230
5749,364.143970000,15.37000,2.20,1.06,259.0,6039.00,0.9510
5750,21.787690870,4.49800,71.95,278.24,1042.0,5627.00,3.0500
5751,5.907414760,1.01600,5.10,82.73,769.0,4963.00,0.6900
5752,2.368173896,2.34600,10.92,983.51,1428.0,5944.00,0.9910
5753,5.738659330,4.05100,1.84,19.33,535.0,3841.00,0.5090
5754,91.056419080,6.72820,53.10,8.13,431.0,6142.00,1.0460
5755,2.524439980,2.36900,1.53,4998.98,2145.0,6461.00,2.2250
5756,4.496860660,1.73060,1.93,19.34,535.0,3698.00,0.4440
5757,0.537409400,1.20390,0.96,5646.82,2208.0,5749.00,0.9880
5758,24.754384900,3.39000,2.10,13.70,491.0,4852.00,0.8040
5759,0.475068516,0.85520,1.03,7444.39,2372.0,6045.00,0.9550
5760,1.796837930,7.91100,3.37,7783.32,2397.0,7592.00,1.7140
5761,187.512512760,8.05000,,,,,
5762,12.425484000,28.02180,1.55,84.37,773.0,5478.00,1.0170
5763,17.783829800,3.99700,1.60,66.87,729.0,6014.00,1.0210
5764,1.204529346,1.62000,1.40,3561.16,1968.0,5340.00,1.5040
5765,2.158395830,8.09000,14.28,350.53,1103.0,5272.00,0.6620
5766,1.570592397,0.62300,1.37,1135.98,1480.0,5519.00,0.9210
5767,371.149500000,15.85500,2.07,0.85,245.0,5988.00,0.8360
5768,3.374684854,4.48335,49.25,432.73,1163.0,5754.00,0.9430
5769,2.618410460,3.30400,1.12,567.24,1245.0,5912.00,0.8200
5770,4.593594819,2.63910,8.85,378.37,1125.0,6075.00,0.9690
5771,125.042600000,8.99000,1.20,7.06,416.0,6273.00,1.1390
5772,6.170391540,2.11600,2.17,264.63,1029.0,6137.00,0.9630
5773,0.364860478,1.47360,0.68,3703.08,1993.0,5220.00,0.6420
5774,6.422943288,1.08150,1.66,269.80,1034.0,6102.00,1.0160
5775,6.905223170,3.53300,4.54,768.55,1343.0,6596.00,1.7210
5776,1.525910500,3.11400,2.63,9917.80,2545.0,6640.00,2.0990
5777,4.271219610,2.92830,2.17,97.84,802.0,4702.00,0.6700
5778,1.306984786,1.19400,18.33,2230.29,1754.0,6102.00,1.0260
5779,0.769358923,1.53640,1.93,17335.40,2928.0,5267.00,2.9350
5780,0.755109106,2.96700,0.85,2130.82,1733.0,5452.00,0.8150
5781,25.323921500,70.40500,19.02,12.94,484.0,5128.00,0.6680
5782,4.612250430,2.69500,0.51,268.27,1032.0,5495.00,0.9610
5783,7.990223790,3.27300,1.97,361.73,1113.0,5689.00,1.5420
5784,4.174916600,4.82800,0.61,366.59,1116.0,5910.00,0.9400
5785,0.566786940,1.95900,0.63,3194.49,1920.0,5341.00,0.8080
5786,0.730947010,4.22300,15.83,2886.66,1870.0,5767.00,0.8370
5787,0.686994057,3.52520,35.30,4267.13,2063.0,5780.00,1.0000
5788,1.324247867,1.47590,1.30,4951.46,2140.0,6557.00,1.4060
5789,0.780632043,1.41090,79.67,12837.08,2714.0,5354.00,2.1800
5790,0.730947169,4.39600,14.43,2349.48,1777.0,5514.00,0.8260
5791,41.166760970,2.21330,17.82,9.35,446.0,5193.00,0.8050
5792,1.083736642,1.57912,237.84,41465.78,3641.0,5591.00,5.6180
5793,2.455703690,3.10000,55.95,3017.14,1891.0,5148.00,2.3140
5794,0.642348750,1.36990,2.78,49846.45,3813.0,7089.00,2.5840
5795,5.204286663,6.25980,16.00,180.12,934.0,5332.00,0.8600
5796,6.352090869,3.88771,18.90,83.66,772.0,5089.00,0.6930
5797,1.877350712,1.74780,1.46,1755.20,1650.0,6382.00,1.0590
5798,2.115523480,6.71200,21.43,900.64,1398.0,5900.00,0.9510
5799,2.845739620,7.28000,3.63,2645.94,1829.0,5557.00,2.3720
5800,7.014761150,3.94500,1.02,175.85,928.0,5912.00,0.8700
5801,0.941603153,1.18860,2.29,1575.78,1608.0,5237.00,0.8370
5802,24.402133730,12.57000,,,,,
5803,1.133573040,2.84900,0.59,2688.01,1836.0,6147.00,0.9540
5804,0.643468999,1.11080,0.88,3772.66,2001.0,5670.00,0.8430
5805,112.645961000,7.03700,35.36,4.76,377.0,5895.00,0.9910
5806,0.526887517,0.89710,0.58,550.37,1238.0,3945.00,0.5190
5807,4.142447480,2.20300,1.82,3128.33,1907.0,6785.00,2.1240
5808,0.777663575,1.17410,0.95,2553.18,1816.0,5769.00,0.8120
5809,0.552834211,1.28870,18.09,21895.36,3107.0,5132.00,2.6480
5810,0.758354475,4.56811,149.44,22401.95,3123.0,7131.00,1.8300
5811,76.536953100,5.57400,3.73,15.15,503.0,5596.00,1.4660
5812,3.435251240,4.50900,25.43,1468.73,1579.0,5854.00,1.7420
5813,0.962828092,4.41100,40.82,37544.87,3553.0,6552.00,3.4400
5814,3.111415140,3.07400,0.70,1296.58,1530.0,6450.00,1.2730
5815,1.878156188,2.05800,2.51,400.37,1141.0,5075.00,0.6700
5816,7.811539990,5.98400,23.56,62.96,718.0,5150.00,0.7100
5817,0.993488979,1.96940,17.90,3172.24,1914.0,5811.00,0.9980
5818,1.334104585,3.14624,44.90,2954.64,1880.0,6319.00,1.0830
5819,2.115498574,6.73800,25.84,995.26,1432.0,5917.00,1.0000
5820,3.400766820,4.70000,0.69,1328.50,1540.0,6134.00,1.4960
5821,6.496768810,2.52700,3.74,2273.36,1761.0,6418.00,3.0490
5822,2.057499811,2.56900,1.27,273.84,1037.0,4620.00,0.7360
5823,10.585675800,4.91100,1.49,163.41,912.0,6246.00,1.0920
5824,2.696336210,5.23800,15.78,749.66,1334.0,6106.00,0.9230
5825,11.258074500,23.51600,2.14,14.44,497.0,4257.00,0.5860
5826,0.566795586,4.12400,0.66,6597.10,2296.0,6108.00,0.9970
5827,1.099291188,1.76500,1.37,947.02,1414.0,4878.00,0.8430
5828,0.474628890,1.01940,1.43,2691.55,1840.0,4904.00,0.7860
5829,103.426987300,5.03000,3.16,7.08,416.0,6208.00,1.0240
5830,0.352515897,1.05250,1.00,5534.14,2194.0,5465.00,0.7660
5831,0.299697755,0.84730,2.03,6005.79,2246.0,5180.00,0.7820
5832,0.339069751,1.15160,2.09,41863.05,3653.0,5653.00,2.1830
5833,0.566817270,1.77900,0.42,2676.11,1832.0,5481.00,0.7080
5834,1.081935491,5.13600,0.99,819.14,1364.0,4938.00,0.7180
5835,0.524175803,0.76480,1.27,3049.23,1891.0,5278.00,0.8150
5836,1.891298810,5.29400,0.86,944.68,1414.0,5806.00,0.8930
5837,4.943305960,2.93340,1.41,296.74,1058.0,5661.00,1.0080
5838,178.139072000,9.65400,2.25,1.70,291.0,5431.00,0.8790
5839,0.619023176,1.49600,0.79,2985.06,1885.0,5395.00,0.8910
5840,120.003364040,3.38030,15.08,0.78,240.0,4315.00,0.6680
5841,4.067371428,5.89620,68.81,215.71,978.0,5385.00,0.7500
5842,1.540395781,1.63050,0.94,510.22,1211.0,4955.00,0.7350
5843,32.904573300,4.40200,28.34,24.63,568.0,5780.00,1.0000
5844,2.463533430,2.95400,21.49,445.83,1171.0,5541.00,0.7770
5845,22.913390430,3.94000,24.11,15.94,510.0,5451.00,0.6000
5846,1.541350116,3.29000,1.50,619.14,1273.0,5150.00,0.7840
5847,1.205412526,1.53700,12.60,3681.80,1988.0,6292.00,1.1220
5848,1.710316235,3.61400,23.38,1740.08,1647.0,6147.00,1.0960
5849,23.921040800,5.17400,3.01,255.65,1020.0,7121.00,1.9720
5850,9.033264350,2.85700,1.96,66.89,729.0,5311.00,0.7880
5851,356.535835000,5.46700,28.27,0.55,220.0,5385.00,0.7500
5852,3.490785878,1.45130,1.32,245.65,1010.0,5496.00,0.7250
5853,1.921494870,1.89100,79.14,7634.18,2382.0,6831.00,2.2470
5854,1.093665854,1.43990,1.29,1880.33,1681.0,5845.00,0.8740
5855,141.608555000,7.68500,2.98,1.68,290.0,5083.00,0.8440
5856,3.609223100,2.80000,0.68,477.00,1192.0,6032.00,0.9290
5857,12.424733300,16.82800,1.47,642.95,1284.0,6632.00,2.1930
5858,11.492711200,7.76400,25.01,127.97,858.0,6198.00,1.0050
5859,70.751198600,6.19800,27.74,8.97,441.0,5771.00,0.9360
5860,116.583183000,5.80000,2.91,4.47,371.0,5738.00,0.9810
5861,175.138920000,10.76700,3.06,3.39,346.0,5497.00,1.2410
5862,1.302061421,1.82380,92.86,29636.26,3345.0,7757.00,2.7830
5863,55.251786220,6.09400,27.32,9.15,444.0,5793.00,0.8320
5864,5.548250634,6.06772,21.49,331.99,1088.0,6124.00,1.0280
5865,4.442520831,2.47790,3.98,889.36,1392.0,6496.00,1.3300
5866,1.339670241,1.89500,1.27,33385.02,3448.0,8867.00,2.2450
5867,2.685223546,4.06320,28.98,360.92,1111.0,5552.00,0.7190
5868,1.990426420,3.08300,1.17,1327.48,1539.0,6198.00,1.0050
5869,67.230028000,25.01000,2.44,12.79,482.0,6157.00,1.0160
5870,0.805259637,0.97790,1.93,4732.34,2115.0,6257.00,1.0220
5871,75.378781600,5.26800,1.60,3.97,360.0,5061.00,0.8410
5872,2.464160779,2.42700,36.93,2018.62,1709.0,5238.00,1.8830
5873,0.566781152,3.99500,0.54,337.10,1090.0,3725.00,0.4600
5874,13.026796400,0.78500,2.08,40.51,643.0,5083.00,0.8440
5875,4.931298740,1.86260,21.42,187.36,944.0,5457.00,0.7790
5876,5.591874480,1.67820,104.18,124810.93,4793.0,3915.00,58.3250
5877,1.886654450,1.34300,43.81,2453.86,1794.0,6296.00,1.2490
5878,14.536822280,3.19500,73.15,1534.06,1596.0,4946.00,5.8550
5879,172.820248000,7.34300,2.22,3.08,338.0,6174.00,0.9390
5880,1.728530030,3.81900,2.43,9100.75,2492.0,6701.00,2.2370
5881,2.190687380,4.41000,1.68,3913.33,2017.0,6208.00,1.9750
5882,372.164780000,11.28800,5.68,1.44,279.0,6194.00,1.1290
5883,0.947730124,1.11710,2.82,55681.21,3914.0,9464.00,2.1840
5884,234.240739000,12.92500,3.41,2.77,329.0,5814.00,1.2480
5885,341.014950000,5.12000,1.72,0.71,234.0,5327.00,0.8960
5886,6.146312070,3.80300,4.79,594.72,1260.0,6726.00,1.3100
5887,27.364323370,3.54500,39.49,44.50,659.0,6167.00,1.1070
5888,10.262319920,3.56800,1.98,15.89,509.0,4316.00,0.5400
5889,1.519529227,5.16750,11.12,1766.31,1653.0,6033.00,1.0460
5890,6.487525901,2.45360,21.23,29.11,593.0,4481.00,0.4850
5891,0.566764370,2.32600,0.92,6222.58,2267.0,6039.00,1.0050
5892,2.351976160,5.30400,21.19,1025.78,1444.0,6147.00,1.0030
5893,0.861643331,2.43180,1.88,1599.85,1613.0,5506.00,0.6880
5894,12.109762600,10.17400,1.09,50.68,681.0,5437.00,0.7390
5895,63.909601000,11.85000,0.76,3.57,351.0,5227.00,0.6430
5896,19.735286800,5.09700,49.24,72.08,743.0,6329.00,1.0450
5897,0.566799125,3.07200,0.56,6590.95,2299.0,6063.00,1.0040
5898,20.189039600,6.25100,1.39,93.89,794.0,6178.00,1.2670
5899,1.061935973,3.31770,24.17,3479.87,1961.0,6274.00,1.0620
5900,1.485898163,2.44600,14.96,620.65,1272.0,5088.00,0.7270
5901,38.576348300,19.86100,2.05,34.77,619.0,6167.00,1.2210
5902,1.845610523,2.33700,77.83,9283.04,2502.0,5974.00,2.9780
5903,7.381234400,2.80200,1.00,187.24,944.0,6072.00,0.9230
5904,133.303247000,7.34200,2.67,1.94,301.0,5064.00,0.8640
5905,125.413230200,2.32410,3.14,1.18,266.0,4641.00,0.7470
5906,21.570291700,40.40000,29.53,146.81,888.0,6070.00,1.6280
5907,0.868723418,1.46170,1.87,3776.50,1998.0,5761.00,1.0460
5908,25.308935660,5.77040,1.77,60.20,710.0,5949.00,1.2920
5909,27.254719930,0.73000,,,,,
5910,34.107875190,4.10000,,,,,
5911,16.614744210,2.77000,,,,,
5912,1.412526202,5.49000,36.77,19160.84,3001.0,8468.00,1.9100
5913,2.759573341,6.99900,6.42,487.37,1198.0,5640.00,0.8630
5914,3.791882340,2.15000,1.95,492.81,1201.0,6171.00,0.9100
5915,14.387247290,1.90780,29.24,65.41,725.0,5830.00,0.8590
5916,58.430264800,7.18000,3.45,1.91,300.0,4338.00,0.6090
5917,0.566717263,2.60790,0.43,4581.82,2096.0,5544.00,0.9570
5918,13.379358530,8.80900,6.65,896.56,1395.0,6739.00,2.7020
5919,13.262554230,4.65000,3.55,81.56,766.0,5973.00,0.9350
5920,20.569657500,4.26300,28.96,42.09,650.0,6098.00,0.8380
5921,4.523422560,2.53100,1.70,482.25,1195.0,6211.00,1.0580
5922,22.324236570,3.66900,4.56,32.87,611.0,5648.00,0.9120
5923,0.723947772,2.12500,52.16,24641.60,3192.0,5160.00,2.8970
5924,308.544422000,18.50300,3.28,2.81,330.0,6325.00,1.3490
5925,0.905679492,2.11640,35.74,2950.42,1882.0,5780.00,1.0000
5926,22.735911000,42.43500,5.07,40.32,643.0,5780.00,1.0000
5927,0.909310626,3.44110,48.79,4889.60,2130.0,6370.00,1.1060
5928,0.648774274,2.64300,1.08,1795.83,1659.0,5026.00,0.7290
5929,32.632862470,3.08000,,,,,
5930,173.928513380,2.64000,,,,,
5931,25.643845130,5.05000,,,,,
5932,25.585467210,2.28000,,,,,
5933,17.477020000,54.52000,0.93,49.24,676.0,6116.00,0.7820
5934,16.889546930,3.41000,,,,,
5935,26.778913910,3.12000,,,,,
5936,13.333869850,6.51000,,,,,
5937,94.106281630,17.21000,,,,,
5938,14.712664080,4.21000,,,,,
5939,0.696125302,2.00540,28.44,1739.43,1645.0,5245.00,0.6740
5940,302.388678220,3.12290,40.73,0.76,238.0,5328.00,0.8570
5941,305.076246900,6.25500,7.82,1.53,284.0,5716.00,1.1550
5942,5.243725040,17.13600,20.41,253.25,1017.0,5772.00,0.8670
5943,18.795269797,9.98160,30.77,154.05,899.0,5623.00,1.8410
5944,42.262593500,4.46500,12.62,126.27,855.0,5432.00,3.5810
5945,3.549386251,2.43420,24.15,402.76,1142.0,5759.00,0.8920
5946,29.922081040,2.77160,3.09,88.52,782.0,6127.00,1.6370
5947,0.566812588,3.59600,0.71,21653.56,3089.0,6194.00,1.7180
5948,9.942218730,2.45300,19.64,76.56,754.0,5213.00,0.9170
5949,9.065573170,1.62080,1.46,141.90,880.0,6075.00,0.9160
5950,4.943282700,40.01000,1.21,2161.95,1739.0,6701.00,2.2360
5951,7.353908690,2.06100,2.29,1141.53,1483.0,6385.00,2.3270
5952,15.745558600,13.87700,1.41,71.98,743.0,6089.00,0.9500
5953,0.566796615,1.99900,0.59,4426.68,2077.0,5858.00,0.8490
5954,8.486515820,5.26700,1.34,298.03,1060.0,6178.00,1.2670
5955,2.189092892,5.11280,33.45,1034.43,1446.0,6106.00,0.9660
5956,2.404353350,4.07000,3.05,8577.88,2454.0,6103.00,3.3580
5957,220.929012100,7.33500,5.24,1.89,299.0,5893.00,0.9410
5958,3.187751900,14.83600,19.66,400.30,1141.0,5532.00,0.8960
5959,3.765652470,1.55700,0.87,356.30,1108.0,5815.00,0.8770
5960,10.723963740,3.84390,39.84,88.64,783.0,5582.00,0.9050
5961,119.677470000,32.27400,36.80,4.90,379.0,6075.00,0.9690
5962,185.952632500,3.59640,50.98,3.28,343.0,5813.00,1.1640
5963,103.626509220,6.89000,,,,,
5964,41.077590334,6.20583,23.20,3.37,346.0,4451.00,0.6200
5965,2.995404390,6.17200,65.37,5493.46,2195.0,6106.00,3.0900
5966,10.599460600,9.48400,1.28,152.67,896.0,6194.00,1.0690
5967,63.934965000,12.71000,44.59,18.00,525.0,5209.00,1.5950
5968,38.476945700,5.82500,4.79,103.72,814.0,6079.00,2.1630
5969,37.322872200,7.21460,35.34,1769.88,1654.0,4907.00,19.5300
5970,1.664980224,1.74550,3.68,3223.30,1921.0,5792.00,1.5670
5971,16.609490400,3.18900,1.82,81.28,766.0,6047.00,1.0500
5972,0.566789505,5.83500,3.37,4051.92,2038.0,5894.00,0.7840
5973,2.629826650,6.21300,17.88,3542.64,1968.0,6712.00,1.8460
5974,2.697877490,1.91500,1.50,1235.14,1512.0,5609.00,1.3480
5975,5.233402650,3.24200,1.15,124.02,851.0,5266.00,0.7410
5976,3.512891680,3.31300,1.12,429.42,1161.0,5523.00,0.9810
5977,14.092583189,4.15360,1.82,30.10,597.0,5081.00,0.7700
5978,9.087508013,2.75970,1.37,224.70,987.0,6078.00,1.1190
5979,0.652443730,1.47100,2.17,3546.43,1969.0,5638.00,0.8830
5980,1.332564704,5.97750,30.04,1945.27,1692.0,6046.00,0.9720
5981,2.636899795,0.91050,49.84,456.22,1179.0,5524.00,0.8470
5982,0.660629055,5.89400,17.38,4040.43,2032.0,6024.00,0.8490
5983,0.885123683,3.38650,1.14,3477.17,1961.0,5979.00,0.9980
5984,471.654210000,3.45600,4.11,2.26,313.0,6061.00,1.6530
5985,1.221204888,1.85110,1.10,2334.40,1772.0,5874.00,0.9970
5986,135.907957530,1.83000,,,,,
5987,0.959853772,1.91630,1.30,8768.54,2468.0,6061.00,1.6530
5988,0.592243731,1.38600,6.77,1361.22,1551.0,4920.00,0.5910
5989,46.882525000,1.93000,1.91,16.40,513.0,6045.00,0.9550
5990,20.719162600,3.91200,1.85,92.20,790.0,5837.00,1.3660
5991,399.375870000,21.25000,3.93,2.66,326.0,6098.00,1.6180
5992,16.609738430,4.51500,6.64,26.59,579.0,5238.00,0.7520
5993,54.323118000,25.86300,5.06,58.78,706.0,6988.00,1.6700
5994,5.803127153,4.90410,19.04,145.32,886.0,5533.00,0.7950
5995,35.516192190,2.50000,719.49,15.20,504.0,5514.00,0.8710
5996,0.589049151,2.25397,39.51,3495.15,1959.0,5592.00,0.7710
5997,80.232146700,4.65600,3.24,4.91,380.0,5436.00,0.8880
5998,41.889700360,1.35000,32.16,16.66,515.0,5952.00,0.9070
5999,1.791406261,2.81590,4.51,1466.90,1579.0,6092.00,1.0280
6000,1.254832320,2.67000,2.89,13493.55,2748.0,6168.00,2.5720
6001,5.714838730,2.74800,1.26,118.73,842.0,5193.00,0.7550
6002,17.585947200,3.81500,2.24,56.81,700.0,5780.00,1.0000
6003,1.332567005,6.33730,27.36,3837.83,2007.0,6388.00,1.2230
6004,10.327363510,1.88900,1.25,116.56,838.0,5757.00,1.0170
6005,2.545572590,5.63600,1.97,549.80,1234.0,5718.00,0.8630
6006,0.704541784,1.07260,1.72,4778.23,2121.0,6063.00,1.0120
6007,0.697996932,4.33230,28.06,1560.69,1604.0,5176.00,0.6950
6008,6.634497210,22.98200,85.25,2067.13,1719.0,6487.00,2.8170
6009,110.921589200,5.28200,3.71,9.12,443.0,5725.00,1.3840
6010,3.886732170,20.49100,21.04,287.40,1050.0,5798.00,0.7670
6011,1.544928892,1.43586,13.43,3765.46,1997.0,6309.00,1.4120
6012,11.769219230,3.21900,3.12,134.04,868.0,6215.00,1.0520
6013,44.638983058,3.04001,50.33,21.86,551.0,6197.00,1.0350
6014,1.236866732,1.24200,1.75,1439.30,1569.0,5621.00,0.8790
6015,174.959804750,5.23000,,,,,
6016,1.926888595,1.23500,1.31,1622.18,1619.0,6268.00,1.1000
6017,34.142050600,2.94500,1.06,0.89,248.0,3526.00,0.3830
6018,0.241842544,0.72570,1.16,12357.89,2689.0,5834.00,0.7970
6019,0.865759153,0.84080,1.53,4616.69,2100.0,6249.00,1.0760
6020,1.332035996,1.39100,0.85,823.09,1365.0,5376.00,0.7300
6021,8.689107640,1.16270,0.49,0.47,211.0,2703.00,0.1180
6022,0.636243960,4.00000,,,,,
6023,4.404024800,2.41000,,,,,
6024,9.811017380,2.09000,,,,,
6025,8.719801350,3.74540,1.53,224.47,987.0,5970.00,1.2000
6026,7.008217870,3.81200,1.29,300.58,1062.0,5970.00,1.2000
6027,0.903583394,1.59420,33.18,5162.98,2162.0,6455.00,1.1010
6028,0.990147220,0.93940,1.34,997.75,1433.0,5072.00,0.7470
6029,138.612277050,13.79000,,,,,
6030,0.773593290,1.76030,0.82,3022.82,1890.0,5747.00,0.9070
6031,0.306937807,0.59250,0.82,5019.53,2142.0,5088.00,0.7410
6032,0.716531851,0.65500,1.11,4063.57,2034.0,5552.00,1.0300
6033,0.637487312,1.96260,1.75,7053.67,2334.0,6173.00,1.0830
6034,5.714894880,2.07050,1.41,160.68,908.0,5552.00,0.8330
6035,7.769670070,4.74000,,,,,
6036,76.642481000,5.47600,1.36,20.44,542.0,5537.00,1.7140
6037,5.477157180,1.38490,2.17,149.23,892.0,5029.00,0.9300
6038,73.457368530,5.28000,,,,,
6039,9.493612210,6.52000,,,,,
6040,4.429678600,1.96000,,,,,
6041,5.970381300,0.66900,1.69,218.94,981.0,5825.00,0.9650
6042,7.572998160,2.64500,0.53,138.36,875.0,5495.00,0.9610
6043,3.953832430,2.37000,,,,,
6044,32.376183000,4.46390,2.26,5.61,392.0,4580.00,0.6750
6045,284.063137000,8.29700,6.36,2.51,321.0,5791.00,1.3360
6046,129.683660980,7.86000,,,,,
6047,4.309085940,1.52000,1.62,445.13,1172.0,5754.00,1.0970
6048,57.104588000,11.50000,0.98,7.74,425.0,5637.00,0.8210
6049,0.422015793,1.23416,6.69,4962.18,2136.0,5614.00,0.7770
6050,0.945825494,1.84960,1.14,3715.61,1989.0,6116.00,1.0840
6051,0.676715927,0.63000,1.29,2135.80,1735.0,5334.00,0.7330
6052,4.644901410,2.45600,0.76,113.62,832.0,4786.00,0.7700
6053,0.576441813,2.02700,0.82,8812.63,2471.0,6459.00,1.0380
6054,0.423854275,1.01980,0.58,301.79,1062.0,3553.00,0.3680
6055,2.437312280,1.89000,,,,,
6056,0.692693892,1.28040,32.44,4160.84,2050.0,5907.00,0.9640
6057,0.768934934,1.21600,4.09,2026.85,1713.0,5390.00,0.7770
6058,0.998212785,2.48900,1.10,2998.77,1888.0,6072.00,0.9880
6059,0.764863517,1.16000,1.04,2145.14,1733.0,5231.00,0.8600
6060,0.710894157,1.01830,1.16,4599.89,2098.0,5862.00,1.0490
6061,0.537839241,2.16900,1.49,64294.62,4061.0,6456.00,3.0300
6062,0.373684977,0.96210,2.25,9009.00,2490.0,5970.00,0.9080
6063,1.101185640,5.20000,,,,,
6064,0.544962596,1.08500,1.03,2074.18,1719.0,5257.00,0.6390
6065,0.769127296,0.99800,0.90,3179.14,1917.0,6024.00,0.8310
6066,225.567912180,6.31000,,,,,
6067,4.095781990,1.70400,1.64,124.30,851.0,4791.00,0.7420
6068,91.940125300,9.19500,2.62,9.71,450.0,5970.00,1.2000
6069,92.573379950,8.45000,,,,,
6070,185.009724500,17.96000,,,,,
6071,4.577001600,0.94900,1.33,24.38,567.0,3805.00,0.4970
6072,14.454032900,7.18300,0.72,49.51,676.0,5559.00,0.7900
6073,0.812587678,1.11440,1.54,12840.30,2717.0,6143.00,1.8770
6074,9.321084100,1.81000,0.61,5.67,394.0,3773.00,0.3500
6075,19.307377400,3.43700,1.21,292.25,1054.0,6131.00,2.1420
6076,1.000840564,1.32920,80.25,30248.83,3367.0,6287.00,3.1770
6077,13.616454700,5.17500,22.29,76.81,755.0,5823.00,0.9720
6078,1.766789509,1.33450,1.40,66.95,730.0,3698.00,0.4440
6079,7.558429230,2.91000,1.46,54.85,694.0,4791.00,0.7420
6080,35.865648400,8.03500,2.44,37.92,633.0,6078.00,1.1890
6081,0.638162933,1.23130,0.91,2928.31,1874.0,5244.00,0.8880
6082,1.729290140,3.60900,0.86,1187.75,1497.0,5910.00,0.9400
6083,40.301684000,1.39800,2.38,35.60,623.0,6429.00,1.1770
6084,43.681309000,12.37000,1.33,11.86,473.0,5726.00,0.8290
6085,26.524553000,2.35900,2.19,55.06,695.0,4995.00,1.7030
6086,26.153785100,1.80200,1.47,37.53,631.0,6091.00,0.9670
6087,0.944598153,4.01800,37.61,72795.20,4190.0,4877.00,9.2140
6088,354.632840000,2.22700,0.90,0.13,152.0,4206.00,0.5350
6089,35.401033360,1.75000,,,,,
6090,230.180357000,13.43600,7.57,3.41,347.0,6313.00,1.2460
6091,5.243386500,12.47200,0.75,274.95,1038.0,6011.00,0.9020
6092,5.243570300,15.86400,12.68,148.79,890.0,5558.00,0.7220
6093,55.758380300,2.49700,1.59,19.60,537.0,5413.00,1.4030
6094,3.781123000,8.15000,1.16,962.72,1421.0,6318.00,1.2160
6095,220.720142000,8.18600,2.00,0.72,235.0,5150.00,0.6960
6096,634.847390000,16.18600,20.50,10.97,464.0,5048.00,8.6110
6097,281.592157700,5.67300,7.22,0.61,225.0,5330.00,0.7130
6098,103.722152000,6.06100,1.95,6.92,414.0,5784.00,1.1430
6099,29.975669700,2.98700,1.84,28.85,591.0,5893.00,0.9860
6100,387.565190000,13.28000,4.02,1.28,271.0,6289.00,1.0200
6101,31.507364900,7.36200,0.74,0.97,253.0,3554.00,0.3700
6102,18.111845700,6.30900,31.25,98.09,803.0,6434.00,1.1380
6103,32.547429500,6.94500,1.42,34.42,618.0,6068.00,1.0610
6104,33.496911500,4.83300,2.97,37.30,630.0,4928.00,1.6880
6105,411.896900000,6.20300,2.61,1.43,279.0,6362.00,1.1440
6106,34.333399480,2.45000,,,,,
6107,1.389947459,1.19300,3.39,1816.13,1665.0,5999.00,0.9500
6108,127.671711000,2.63700,5.52,17.13,519.0,4985.00,2.6330
6109,282.536356300,10.30880,70.53,3.98,360.0,6401.00,1.4100
6110,115.231450730,2.01000,,,,,
6111,289.490952000,3.91000,2.87,1.66,290.0,5978.00,1.0320
6112,349.588110000,5.05200,134.79,787.87,1351.0,3860.00,74.3200
6113,1.680254289,12.58500,30.88,3753.60,1996.0,6423.00,1.2460
6114,0.782068488,1.23900,21.02,343029.57,6169.0,4475.00,20.2370
6115,151.130080000,3.49000,4.41,26.40,578.0,6768.00,2.3020
6116,440.650872040,4.07000,,,,,
6117,258.637977820,7.11000,,,,,
6118,289.769611380,3.19000,,,,,
6119,628.158440000,12.14400,0.95,0.03,101.0,3697.00,0.4230
6120,273.223848000,3.78700,8.00,9.87,452.0,5079.00,3.7920
6121,0.650701055,0.89164,281.62,370319.14,6285.0,10921.00,3.7010
6122,263.901410000,4.30300,23.91,23.60,562.0,5094.00,6.2470
6123,59.742966000,6.78000,16.91,273.48,1037.0,5059.00,7.3220
6124,18.782160300,5.57300,0.83,50.97,681.0,5919.00,0.9400
6125,389.316341000,5.49000,27.61,0.86,245.0,5731.00,0.9580
6126,405.320640000,7.77000,1.34,0.18,166.0,4694.00,0.5740
6127,342.830882000,3.82600,10.76,18.68,530.0,4994.00,5.2050
6128,3.989161860,1.91300,28.10,27838.74,3293.0,4998.00,16.1870
6129,42.877416900,1.99100,2.67,9.80,451.0,5256.00,0.8320
6130,190.800788000,8.08200,1.67,2.51,321.0,5993.00,0.9860
