period,tranDur,radE,earthFlux,eqTemp,effTemp,radS,actual_label,predicted_label,confidence_positive,confidence_negative
0.052461,0.419400,0.056188,0.003685,0.122000,0.052869,0.176000,0.000000,1.000000,0.872970,0.127030
0.041747,0.380929,0.137094,0.004669,0.118555,0.058590,0.108854,1.000000,1.000000,0.947542,0.052458
0.198014,0.097267,0.038490,0.000109,0.026000,0.535900,0.070800,0.000000,0.000000,0.077965,0.922035
0.207085,0.223652,0.037510,0.000195,0.053594,0.041110,0.070120,1.000000,1.000000,0.943781,0.056219
0.088264,0.343186,0.121778,0.003811,0.112690,0.060160,0.156043,1.000000,1.000000,0.923289,0.076711
0.023117,0.039948,0.004370,0.002126,0.054800,0.527500,0.079600,1.000000,1.000000,0.843502,0.156498
0.038363,0.717500,0.188534,0.096740,0.276200,0.059820,0.260000,1.000000,1.000000,0.723624,0.276376
0.019639,0.146700,0.120421,0.000745,0.081800,0.039143,0.071000,1.000000,1.000000,0.959768,0.040232
0.485923,0.037560,0.001070,0.000061,0.022500,0.555100,0.095700,1.000000,0.000000,0.477525,0.522475
0.018119,0.261800,0.082011,0.023359,0.193600,0.061460,0.096000,1.000000,0.000000,0.360242,0.639758
0.001355,0.016180,0.000800,0.034890,0.110200,0.441400,0.068900,0.000000,0.000000,0.428546,0.571454
0.057626,0.400400,0.100697,0.006929,0.142900,0.054700,0.097000,1.000000,1.000000,0.946535,0.053465
0.019255,0.047540,0.001320,0.003602,0.062500,0.566800,0.086800,1.000000,1.000000,0.825448,0.174552
0.358743,0.197600,0.002250,0.000060,0.022400,0.548200,0.082600,0.000000,0.000000,0.199439,0.800561
0.001540,0.017500,0.002170,0.120085,0.150200,0.546600,0.094600,0.000000,1.000000,0.830769,0.169231
0.000609,0.012790,0.158500,4.222589,0.365100,0.502200,0.416700,0.000000,0.000000,0.055222,0.944778
0.001541,0.032900,0.001500,0.061914,0.127300,0.515000,0.078400,0.000000,0.000000,0.123540,0.876460
0.069342,0.193700,0.021585,0.000965,0.087300,0.054510,0.087000,1.000000,1.000000,0.953407,0.046593
0.002756,0.018559,0.001370,0.007757,0.075700,0.412100,0.055300,1.000000,1.000000,0.922271,0.077729
0.019268,0.140000,0.034273,0.001316,0.094300,0.042490,0.068000,1.000000,1.000000,0.858301,0.141699
0.023889,0.103241,0.013399,0.000838,0.077176,0.039590,0.056136,1.000000,1.000000,0.968941,0.031059
0.000919,0.025870,0.001770,1.448522,0.279500,0.583700,0.233800,0.000000,0.000000,0.189906,0.810094
0.053591,0.247700,0.043682,0.001020,0.088500,0.048450,0.081000,1.000000,1.000000,0.940731,0.059269
0.037979,0.106370,0.019296,0.000224,0.055470,0.035200,0.047287,1.000000,1.000000,0.968854,0.031146
0.001111,0.062400,0.002860,1.489475,0.282000,0.648600,0.230800,0.000000,0.000000,0.109419,0.890581
0.028895,0.256100,0.130354,0.004801,0.130400,0.056040,0.097000,1.000000,1.000000,0.943418,0.056582
0.008429,0.039431,0.049490,0.002716,0.058200,0.426800,0.068000,0.000000,0.000000,0.052845,0.947155
0.012434,0.165000,0.080758,0.022742,0.192300,0.064880,0.147000,1.000000,1.000000,0.527768,0.472232
0.358968,0.217100,0.002700,0.000113,0.026300,0.611700,0.094700,0.000000,0.000000,0.181241,0.818759
0.050467,0.089618,0.052880,0.001763,0.052300,0.613700,0.101200,0.000000,0.000000,0.056862,0.943138
0.004206,0.073900,0.001140,0.024804,0.101200,0.559000,0.083900,0.000000,1.000000,0.608661,0.391339
0.019563,0.068575,0.009730,0.005871,0.070600,0.576600,0.107700,0.000000,1.000000,0.766442,0.233558
0.357131,0.130400,0.001620,0.000087,0.024600,0.583800,0.089700,0.000000,0.000000,0.239471,0.760529
0.469613,0.137090,0.003240,0.000037,0.020000,0.547400,0.076300,1.000000,1.000000,0.621251,0.378749
0.001261,0.012440,0.000140,0.000946,0.044700,0.290000,0.013200,0.000000,1.000000,0.578945,0.421055
0.079856,0.272900,0.017072,0.000347,0.067500,0.044440,0.073000,1.000000,1.000000,0.968847,0.031153
0.061611,0.149600,0.001290,0.003002,0.059700,0.653300,0.138600,1.000000,0.000000,0.413110,0.586890
0.048131,0.493200,0.152753,0.010748,0.159500,0.062870,0.210000,1.000000,1.000000,0.941862,0.058138
0.036525,0.415300,0.147302,0.009679,0.155300,0.059300,0.147000,1.000000,1.000000,0.948345,0.051655
0.088255,0.045390,0.002960,0.000267,0.032600,0.517600,0.073800,1.000000,1.000000,0.848620,0.151380
0.123751,0.661662,0.171910,0.005926,0.125838,0.061735,0.236235,0.000000,1.000000,0.776243,0.223757
0.199443,0.074090,0.009300,0.000286,0.033200,0.564600,0.115300,0.000000,1.000000,0.857835,0.142165
0.069615,0.240300,0.106573,0.001066,0.089500,0.059940,0.137000,1.000000,1.000000,0.907426,0.092574
0.047333,0.027080,0.002180,0.000525,0.038600,0.498700,0.071600,1.000000,1.000000,0.879906,0.120094
0.056907,0.554800,0.151551,0.013621,0.169200,0.067490,0.303000,1.000000,1.000000,0.910943,0.089057
0.020198,0.339400,0.073626,0.059267,0.244400,0.072746,0.172000,0.000000,0.000000,0.395346,0.604654
0.001219,0.047501,0.060620,0.143221,0.156900,0.545500,0.089700,0.000000,0.000000,0.016600,0.983400
0.007123,0.075200,0.137901,0.004563,0.128700,0.047280,0.098000,1.000000,1.000000,0.836568,0.163432
0.004783,0.023350,0.002500,0.014548,0.088600,0.517000,0.080700,1.000000,1.000000,0.938218,0.061782
0.019793,0.168735,0.041931,0.001897,0.094651,0.040010,0.075655,1.000000,1.000000,0.860306,0.139694
0.002684,0.026938,0.012730,0.060357,0.126500,0.556100,0.095600,1.000000,1.000000,0.650071,0.349929
0.007952,0.091200,0.097061,0.021952,0.190600,0.068110,0.196000,0.000000,1.000000,0.709076,0.290924
0.033645,0.314000,0.118831,0.009784,0.155800,0.064430,0.134000,1.000000,1.000000,0.924769,0.075231
0.005185,0.021397,0.001150,0.004262,0.065200,0.432500,0.056000,1.000000,1.000000,0.891296,0.108704
0.067137,0.354100,0.125036,0.002440,0.110100,0.061791,0.115000,0.000000,1.000000,0.903779,0.096221
0.092264,0.086050,0.002220,0.001142,0.046900,0.608400,0.128300,1.000000,1.000000,0.925020,0.074980
0.040186,0.447000,0.139642,0.021540,0.189700,0.071560,0.177000,1.000000,1.000000,0.922155,0.077845
0.037833,0.338600,0.133743,0.003704,0.122200,0.052660,0.123000,1.000000,1.000000,0.945550,0.054450
0.379082,0.338700,0.023990,0.000097,0.025300,0.598200,0.096000,0.000000,0.000000,0.188886,0.811114
0.581729,0.066470,0.002740,0.000212,0.030800,0.576500,0.200500,1.000000,1.000000,0.690576,0.309424
0.001865,0.004279,0.000660,0.001010,0.045500,0.329200,0.014800,1.000000,1.000000,0.810642,0.189358
0.020326,0.131200,0.118460,0.001759,0.101400,0.049500,0.085000,1.000000,1.000000,0.963709,0.036291
0.049614,0.431800,0.142376,0.009166,0.153200,0.065920,0.172000,1.000000,1.000000,0.945461,0.054539
0.017919,0.043639,0.056940,0.018600,0.094200,0.587000,0.163000,0.000000,0.000000,0.069603,0.930397
0.000934,0.043630,0.000720,1.405775,0.277700,0.665200,0.186300,0.000000,0.000000,0.047794,0.952206
0.428322,0.405992,0.049760,0.000056,0.022000,0.566200,0.080600,0.000000,0.000000,0.165601,0.834399
0.011551,0.033601,0.002170,0.012076,0.084500,0.590700,0.105800,1.000000,1.000000,0.936294,0.063706
0.115419,0.294930,0.018823,0.000927,0.079129,0.061120,0.090195,1.000000,1.000000,0.921283,0.078717
0.032419,0.051540,0.001620,0.005270,0.068700,0.562200,0.144100,1.000000,1.000000,0.938536,0.061464
0.023238,0.239100,0.138867,0.008705,0.151300,0.059839,0.138000,1.000000,1.000000,0.869617,0.130383
0.096120,0.011250,0.002080,0.001062,0.046000,0.603800,0.118600,0.000000,1.000000,0.816687,0.183313
0.043048,0.353113,0.138395,0.009255,0.140674,0.060010,0.151284,1.000000,1.000000,0.937767,0.062233
0.096231,0.024880,0.029260,0.020480,0.096500,0.489500,0.952900,0.000000,0.000000,0.224656,0.775344
0.028028,0.173269,0.031300,0.000886,0.044000,0.523100,0.054400,0.000000,0.000000,0.041378,0.958622
0.002155,0.031341,0.001420,0.216235,0.174000,0.618100,0.142400,1.000000,1.000000,0.516851,0.483149
0.034902,0.244900,0.020598,0.005559,0.135200,0.061110,0.109000,1.000000,1.000000,0.871680,0.128320
0.006099,0.036112,0.003160,0.084253,0.137400,0.574300,0.197100,0.000000,1.000000,0.854568,0.145432
0.007008,0.038120,0.001290,0.030058,0.106200,0.597000,0.120000,1.000000,1.000000,0.922177,0.077823
0.009429,0.044481,0.004390,0.043290,0.116300,0.589700,0.186000,1.000000,1.000000,0.869518,0.130482
0.000755,0.050237,0.076260,0.799610,0.241200,0.659200,0.119000,0.000000,0.000000,0.007182,0.992818
0.041723,0.168400,0.101574,0.000111,0.050800,0.033920,0.049000,1.000000,1.000000,0.962654,0.037346
0.392497,0.105300,0.002820,0.000068,0.023200,0.573700,0.087200,0.000000,1.000000,0.579879,0.420121
0.006196,0.026078,0.215890,0.014374,0.088300,0.560800,0.081300,0.000000,0.000000,0.108399,0.891601
0.154674,0.093500,0.002290,0.000447,0.037100,0.633800,0.100200,1.000000,1.000000,0.755151,0.244849
0.002834,0.059380,0.000930,0.085957,0.138100,0.624700,0.100200,0.000000,0.000000,0.123726,0.876274
0.010329,0.014400,0.006170,0.016044,0.090800,0.622800,0.104900,1.000000,1.000000,0.653029,0.346971
0.008953,0.029950,0.000860,0.024766,0.101200,0.604700,0.120700,1.000000,1.000000,0.914989,0.085011
0.021779,0.209800,0.012823,0.007592,0.146200,0.058019,0.126000,1.000000,1.000000,0.874689,0.125311
0.006883,0.022702,0.001690,0.012767,0.085700,0.567900,0.079400,1.000000,1.000000,0.868767,0.131233
0.414856,0.668994,0.125122,0.002712,0.103500,0.063540,0.348687,1.000000,1.000000,0.756277,0.243723
0.048257,0.414500,0.147924,0.012260,0.164800,0.071410,0.166000,1.000000,1.000000,0.945528,0.054472
0.013205,0.201555,0.021612,0.016772,0.163216,0.057310,0.098926,1.000000,1.000000,0.709051,0.290949
0.290439,0.128500,0.001110,0.000072,0.023500,0.539200,0.077500,0.000000,0.000000,0.350668,0.649332
0.328048,0.137500,0.002220,0.000172,0.029200,0.626800,0.110000,0.000000,0.000000,0.401617,0.598383
0.013031,0.045210,0.002880,0.008494,0.077400,0.551400,0.107100,1.000000,1.000000,0.963141,0.036859
0.000977,0.014030,0.001060,0.073736,0.133100,0.480500,0.068800,1.000000,1.000000,0.537176,0.462824
0.102654,0.535887,0.039160,0.002366,0.056200,0.671100,0.169800,0.000000,0.000000,0.052372,0.947628
0.012865,0.132800,0.140003,0.000467,0.072800,0.031720,0.045000,1.000000,1.000000,0.819070,0.180930
0.041722,0.226300,0.032328,0.000742,0.081700,0.043130,0.073000,1.000000,1.000000,0.958127,0.041873
0.099563,1.047400,0.083241,0.012477,0.165500,0.049560,0.338000,1.000000,1.000000,0.801592,0.198408
0.000890,0.008774,0.001250,0.083842,0.137200,0.476800,0.071100,0.000000,1.000000,0.536242,0.463758
0.014206,0.164832,0.011974,0.001485,0.089032,0.038720,0.054848,0.000000,1.000000,0.904591,0.095409
0.283727,0.154900,0.001180,0.000320,0.034100,0.649600,0.125700,0.000000,0.000000,0.391355,0.608645
0.046966,0.305600,0.162589,0.004599,0.129000,0.065027,0.143000,1.000000,1.000000,0.930344,0.069656
0.045091,0.046050,0.002440,0.001327,0.048700,0.579000,0.090000,1.000000,1.000000,0.896697,0.103303
0.093004,0.235101,0.015550,0.000046,0.037408,0.034720,0.036397,1.000000,1.000000,0.938820,0.061180
0.010117,0.046677,0.003070,0.043341,0.116300,0.630600,0.179200,1.000000,1.000000,0.824405,0.175595
0.008480,0.059180,0.001350,0.088207,0.139000,0.624500,0.217900,0.000000,1.000000,0.772567,0.227433
0.002718,0.032200,0.000720,0.037505,0.112300,0.513500,0.087400,1.000000,0.000000,0.260274,0.739726
0.000916,0.022400,0.032860,0.666373,0.230700,0.631800,0.133300,0.000000,0.000000,0.020703,0.979297
0.000875,0.016038,0.039190,0.315734,0.191000,0.582100,0.089800,0.000000,0.000000,0.023522,0.976478
0.021929,0.097526,0.065970,0.022041,0.098300,0.500100,0.302800,0.000000,0.000000,0.203728,0.796272
0.004374,0.006230,0.001230,0.006612,0.072700,0.436200,0.064000,1.000000,1.000000,0.894064,0.105936
0.001376,0.017450,0.001470,0.077031,0.134300,0.527800,0.074600,0.000000,0.000000,0.436876,0.563124
0.000767,0.012638,0.001220,0.133422,0.154100,0.482100,0.078800,1.000000,0.000000,0.473589,0.526411
0.001122,0.010320,0.002390,0.764115,0.238400,0.502300,0.257100,1.000000,0.000000,0.280362,0.719638
0.005622,0.011850,0.001170,0.002343,0.056100,0.389400,0.054100,1.000000,1.000000,0.913183,0.086817
0.065883,0.536521,0.095171,0.001537,0.089797,0.061867,0.124901,1.000000,1.000000,0.907385,0.092615
0.026325,0.416700,0.152766,0.014932,0.173100,0.054070,0.242000,1.000000,1.000000,0.857685,0.142315
0.050286,0.063212,0.003880,0.002059,0.054300,0.590000,0.116700,1.000000,1.000000,0.937980,0.062020
0.321021,0.075100,0.001960,0.000069,0.023200,0.533400,0.081000,0.000000,0.000000,0.406242,0.593758
0.195716,0.414680,0.036068,0.000201,0.054027,0.046661,0.088568,1.000000,1.000000,0.950279,0.049721
0.053333,0.310200,0.058228,0.011335,0.161600,0.060680,0.110000,1.000000,1.000000,0.737824,0.262176
0.120041,0.395000,0.079538,0.000774,0.082600,0.057770,0.098000,1.000000,1.000000,0.935275,0.064725
0.246871,0.106900,0.002020,0.000197,0.030200,0.616800,0.096000,0.000000,0.000000,0.285854,0.714146
0.122981,0.398000,0.097095,0.000956,0.087100,0.056140,0.087000,1.000000,1.000000,0.941056,0.058944
0.102682,0.146900,0.115890,0.000296,0.065000,0.061810,0.164000,1.000000,1.000000,0.868849,0.131151
0.019253,0.048620,0.001240,0.007104,0.074000,0.625800,0.104600,1.000000,1.000000,0.844627,0.155373
0.070114,0.480000,0.181417,0.007537,0.145900,0.060848,0.182000,0.000000,1.000000,0.885456,0.114544
0.034945,0.255500,0.110300,0.003629,0.121500,0.056990,0.120000,1.000000,1.000000,0.944019,0.055981
0.011638,0.118851,0.077010,0.015154,0.089500,0.636000,0.105800,0.000000,0.000000,0.026980,0.973020
0.005233,0.085737,0.070330,0.028760,0.105000,0.584100,0.097700,0.000000,0.000000,0.021159,0.978841
0.000891,0.019257,0.020570,0.394843,0.202200,0.568700,0.116900,0.000000,0.000000,0.205194,0.794806
0.011776,0.028290,0.001310,0.003475,0.061900,0.509600,0.068900,0.000000,1.000000,0.787324,0.212676
0.628158,0.121440,0.000950,0.000003,0.010100,0.369700,0.042300,1.000000,0.000000,0.152706,0.847294
0.291307,0.029100,0.002490,0.000054,0.021900,0.503100,0.074800,1.000000,1.000000,0.530348,0.469652
0.032275,0.086220,0.002310,0.005150,0.068300,0.572600,0.148300,1.000000,1.000000,0.948135,0.051865
0.044639,0.030400,0.050330,0.002186,0.055100,0.619700,0.103500,0.000000,0.000000,0.038837,0.961163
0.004497,0.017306,0.001930,0.001934,0.053500,0.369800,0.044400,1.000000,1.000000,0.930631,0.069369
0.061037,0.083780,0.003380,0.003274,0.061000,0.630900,0.161400,1.000000,1.000000,0.849767,0.150233
0.019803,0.166000,0.011697,0.003015,0.116000,0.049070,0.072000,1.000000,1.000000,0.839725,0.160275
0.083302,0.377680,0.135234,0.002864,0.104919,0.058580,0.132730,1.000000,1.000000,0.919242,0.080758
0.089197,0.276300,0.121831,0.001149,0.091200,0.063480,0.178000,1.000000,1.000000,0.855994,0.144006
0.338201,0.152300,0.002080,0.000059,0.022300,0.538100,0.081100,0.000000,0.000000,0.316709,0.683291
0.453649,0.183400,0.002180,0.000077,0.023900,0.606000,0.092500,0.000000,0.000000,0.205186,0.794814
0.312610,0.148500,0.002010,0.000105,0.025800,0.581800,0.092500,0.000000,0.000000,0.373743,0.626257
0.007036,0.035286,0.024910,0.008860,0.078200,0.528800,0.071000,0.000000,0.000000,0.064637,0.935363
0.000981,0.014068,0.026350,0.310061,0.190400,0.579400,0.105900,0.000000,0.000000,0.057058,0.942942
0.002442,0.027590,0.001440,0.063805,0.128200,0.597000,0.079600,0.000000,0.000000,0.320164,0.679836
0.033795,0.270553,0.108622,0.002350,0.099860,0.052030,0.079947,1.000000,1.000000,0.946268,0.053732
0.025374,0.026190,0.001880,0.004292,0.065300,0.619500,0.096600,1.000000,1.000000,0.764004,0.235996
0.023753,0.295700,0.135855,0.246345,0.349000,0.078957,0.211000,0.000000,0.000000,0.361358,0.638642
0.012749,0.278300,0.220328,0.062164,0.247300,0.064590,0.152000,1.000000,1.000000,0.679769,0.320231
0.033134,0.301400,0.146999,0.008172,0.148900,0.062090,0.187000,1.000000,1.000000,0.934424,0.065576
0.020548,0.046340,0.001670,0.005365,0.069000,0.592200,0.105700,1.000000,1.000000,0.918736,0.081264
0.009900,0.205000,0.039514,0.077293,0.261200,0.062080,0.184000,0.000000,0.000000,0.217853,0.782147
0.002874,0.016820,0.006470,1.597728,0.286600,0.817300,0.316900,0.000000,0.000000,0.086678,0.913322
0.056748,0.178300,0.116571,0.001821,0.093691,0.048710,0.109429,1.000000,1.000000,0.963660,0.036340
0.461578,0.647359,0.118806,0.000798,0.076218,0.058019,0.226256,1.000000,1.000000,0.894417,0.105583
0.036977,0.052063,0.059660,0.002108,0.054600,0.578000,0.100000,0.000000,0.000000,0.033353,0.966647
0.011806,0.020494,0.018480,0.041785,0.115300,0.606500,0.189100,0.000000,0.000000,0.230460,0.769540
0.006856,0.030220,0.033930,0.022432,0.098700,0.610900,0.093100,0.000000,0.000000,0.023623,0.976377
0.082138,0.061190,0.197850,0.003955,0.064000,0.639500,0.201200,0.000000,0.000000,0.061390,0.938610
0.017131,0.260800,0.068654,0.019195,0.184400,0.058430,0.108000,1.000000,0.000000,0.420604,0.579396
0.022980,0.098487,0.023271,0.000686,0.073388,0.036500,0.059052,1.000000,1.000000,0.955050,0.044950
0.002536,0.071890,0.002700,0.112768,0.147700,0.626800,0.110000,0.000000,0.000000,0.280670,0.719330
0.352710,0.029010,0.003750,0.000109,0.026100,0.611200,0.090800,0.000000,0.000000,0.198981,0.801019
0.087655,0.402645,0.033303,0.002289,0.099206,0.057070,0.129921,1.000000,1.000000,0.906933,0.093067
0.029663,0.444000,0.020284,0.022913,0.192700,0.058070,0.159000,0.000000,1.000000,0.725441,0.274559
0.000959,0.027436,0.045910,0.217451,0.174300,0.553000,0.089200,0.000000,0.000000,0.017503,0.982497
0.008411,0.024553,0.001800,0.001171,0.047200,0.375700,0.053900,1.000000,1.000000,0.936527,0.063473
0.374685,0.768500,0.025632,0.001925,0.103700,0.061140,0.127000,1.000000,1.000000,0.902496,0.097504
0.099110,0.298168,0.077058,0.000634,0.071980,0.046920,0.094171,0.000000,1.000000,0.951849,0.048151
0.002590,0.020880,0.002550,0.114744,0.148400,0.567800,0.130300,1.000000,1.000000,0.926841,0.073159
0.000576,0.020734,0.031170,0.779032,0.239700,0.629000,0.104400,0.000000,0.000000,0.011848,0.988152
0.357438,0.159030,0.003130,0.000753,0.042200,0.761000,0.186200,1.000000,0.000000,0.159548,0.840452
0.014957,0.196500,0.061052,0.006590,0.141100,0.048120,0.106000,0.000000,1.000000,0.763369,0.236631
0.013254,0.043499,0.058510,0.022751,0.099000,0.617500,0.143600,0.000000,0.000000,0.043441,0.956559
0.000963,0.029470,0.000740,0.190855,0.168600,0.595500,0.073300,0.000000,0.000000,0.030349,0.969651
0.057484,0.176000,0.023522,0.000753,0.082000,0.045340,0.069000,1.000000,1.000000,0.967015,0.032985
0.028268,0.013550,0.001220,0.001812,0.052600,0.549600,0.083800,1.000000,1.000000,0.768636,0.231364
0.062185,0.312200,0.194459,0.007982,0.148000,0.079680,0.214000,1.000000,1.000000,0.754590,0.245410
0.370386,0.239400,0.002120,0.000274,0.032800,0.617900,0.155500,0.000000,0.000000,0.279370,0.720630
0.004866,0.022960,0.001320,0.037270,0.112100,0.568800,0.111100,1.000000,1.000000,0.948754,0.051246
0.101263,0.178951,0.044000,0.000847,0.043500,0.630900,0.106200,0.000000,0.000000,0.033004,0.966996
0.003629,0.059410,0.040080,0.078791,0.135100,0.628400,0.109300,0.000000,0.000000,0.012159,0.987841
0.315787,0.212951,0.048743,0.000270,0.058143,0.056960,0.105178,1.000000,1.000000,0.934752,0.065248
0.018370,0.029390,0.003580,0.002714,0.058200,0.524400,0.081000,1.000000,1.000000,0.887613,0.112387
0.033327,0.312500,0.144797,0.005219,0.133100,0.056450,0.111000,1.000000,1.000000,0.952601,0.047399
0.015359,0.041223,0.010890,0.004546,0.066200,0.542200,0.088700,1.000000,1.000000,0.696278,0.303722
0.072730,0.432300,0.133662,0.001783,0.101800,0.054000,0.113000,1.000000,1.000000,0.927408,0.072592
0.027309,0.111183,0.010182,0.000384,0.063483,0.037040,0.047370,1.000000,1.000000,0.959007,0.040993
0.000998,0.039085,0.088640,1.442197,0.279500,0.698000,0.175500,0.000000,0.000000,0.010815,0.989185
0.138233,0.136522,0.028060,0.000045,0.037244,0.036690,0.047700,0.000000,1.000000,0.932478,0.067522
0.043653,0.345600,0.140676,0.010617,0.159000,0.071090,0.157000,1.000000,1.000000,0.935874,0.064126
0.000706,0.055500,0.015330,0.465024,0.210900,0.610600,0.096600,0.000000,0.000000,0.055926,0.944074
0.000933,0.014186,0.048010,0.364849,0.197900,0.575800,0.108400,0.000000,0.000000,0.047454,0.952546
0.025792,0.052800,0.192523,0.000568,0.076400,0.054520,0.109000,1.000000,1.000000,0.924666,0.075334
0.029932,0.025300,0.001580,0.001690,0.051700,0.555100,0.080900,1.000000,1.000000,0.831963,0.168037
0.001333,0.037550,0.000580,0.334625,0.194100,0.662000,0.108100,0.000000,0.000000,0.042153,0.957847
0.370318,0.125880,0.002980,0.000026,0.018200,0.466500,0.070100,1.000000,1.000000,0.549756,0.450244
0.029349,0.043130,0.002020,0.000981,0.045100,0.498700,0.072200,1.000000,1.000000,0.836306,0.163694
0.014764,0.031400,0.000930,0.003774,0.063200,0.554100,0.073300,1.000000,1.000000,0.754719,0.245281
0.083107,0.165067,0.081090,0.000921,0.079002,0.056750,0.080230,1.000000,1.000000,0.924432,0.075568
0.017869,0.068860,0.000810,0.007858,0.075900,0.632800,0.101300,1.000000,1.000000,0.656369,0.343631
0.100551,0.338882,0.205932,0.002234,0.098603,0.059600,0.131971,1.000000,1.000000,0.801271,0.198729
0.007039,0.038633,0.002450,0.028892,0.105100,0.632100,0.105800,1.000000,1.000000,0.861221,0.138779
0.002148,0.029409,0.049600,0.024499,0.100900,0.469400,0.067200,0.000000,0.000000,0.019183,0.980817
0.116302,0.022530,0.002180,0.000301,0.033600,0.559300,0.084200,0.000000,1.000000,0.721917,0.278083
0.004964,0.057200,0.055722,0.027583,0.201800,0.070000,0.141000,0.000000,0.000000,0.484205,0.515795
0.271790,0.029440,0.002380,0.000372,0.035400,0.648400,0.132000,1.000000,0.000000,0.350000,0.650000
0.086243,0.558400,0.162074,0.030837,0.207600,0.079440,0.147000,1.000000,1.000000,0.796010,0.203990
0.045117,0.178500,0.014025,0.000868,0.085000,0.052450,0.079000,1.000000,1.000000,0.960504,0.039496
0.012175,0.257000,0.129438,0.051659,0.236100,0.065960,0.146000,1.000000,1.000000,0.779260,0.220740
0.813717,0.485461,0.016432,0.000006,0.022852,0.038610,0.053626,1.000000,1.000000,0.904627,0.095373
0.113092,0.171300,0.154356,0.000264,0.063100,0.058170,0.125000,1.000000,1.000000,0.888259,0.111741
0.053033,0.370700,0.117443,0.004731,0.129900,0.060547,0.348000,1.000000,1.000000,0.827407,0.172593
0.021378,0.217174,0.097230,0.030032,0.106200,0.490500,0.348400,0.000000,0.000000,0.194527,0.805473
0.106684,0.271700,0.028128,0.000963,0.087200,0.067180,0.137000,1.000000,1.000000,0.935716,0.064284
0.019545,0.015970,0.000760,0.009209,0.079000,0.627300,0.116000,0.000000,1.000000,0.626450,0.373550
0.033808,0.313500,0.156348,0.011365,0.161700,0.064450,0.196000,1.000000,1.000000,0.922140,0.077860
0.000504,0.005421,0.002970,0.156641,0.160500,0.489800,0.056800,0.000000,0.000000,0.215754,0.784246
0.040334,0.441460,0.131197,0.011261,0.147745,0.063473,0.173000,1.000000,1.000000,0.946944,0.053056
0.018501,0.031790,0.001620,0.002240,0.055500,0.524200,0.073400,1.000000,1.000000,0.713948,0.286052
0.145751,0.139990,0.015340,0.007407,0.074800,0.509600,0.803800,0.000000,0.000000,0.465842,0.534158
0.121422,0.345300,0.117961,0.001104,0.090300,0.067160,0.183000,1.000000,1.000000,0.901909,0.098091
0.190320,0.152840,0.007780,0.000780,0.042600,0.562600,0.205700,1.000000,1.000000,0.796240,0.203760
0.126694,0.481800,0.023068,0.005625,0.135600,0.058538,0.131000,1.000000,1.000000,0.912040,0.087960
0.065812,0.298200,0.018064,0.002472,0.110400,0.062690,0.117000,1.000000,1.000000,0.919134,0.080866
0.022714,0.060875,0.004010,0.008157,0.076600,0.578800,0.149500,1.000000,1.000000,0.947198,0.052802
0.129415,0.375000,0.106791,0.000587,0.077100,0.058320,0.101000,1.000000,1.000000,0.937209,0.062791
0.793740,0.539200,0.021745,0.000031,0.036800,0.051683,0.077000,0.000000,1.000000,0.950439,0.049561
0.114757,0.080800,0.141098,0.000115,0.051200,0.072620,0.213000,0.000000,1.000000,0.662023,0.337977
0.012578,0.097933,0.125707,0.015643,0.160398,0.053400,0.102904,1.000000,1.000000,0.924968,0.075032
0.047557,0.017080,0.001850,0.001558,0.050700,0.586100,0.095800,1.000000,1.000000,0.781188,0.218812
0.047148,0.031347,0.002580,0.000550,0.039100,0.497500,0.073400,1.000000,1.000000,0.896108,0.103892
0.036337,0.176300,0.114562,0.001229,0.092700,0.053250,0.088000,1.000000,1.000000,0.964629,0.035371
0.121915,0.331881,0.046131,0.000448,0.065968,0.054180,0.084097,1.000000,1.000000,0.941101,0.058899
0.001828,0.039860,0.042100,0.181172,0.166400,0.635200,0.107200,0.000000,0.000000,0.006614,0.993386
0.031973,0.132105,0.272440,0.065201,0.128900,0.785400,0.346200,0.000000,0.000000,0.122434,0.877566
0.017905,0.122300,0.114109,0.000317,0.066000,0.034250,0.046000,1.000000,1.000000,0.943280,0.056720
0.152106,0.074517,0.011580,0.001036,0.045800,0.620000,0.164000,1.000000,1.000000,0.813605,0.186395
0.004361,0.021740,0.001200,0.023601,0.100000,0.552000,0.087300,1.000000,1.000000,0.849069,0.150931
0.035254,0.331000,0.172611,0.021831,0.190400,0.054970,0.125000,1.000000,1.000000,0.908206,0.091794
0.000751,0.017120,0.000480,0.155869,0.160300,0.515100,0.076100,0.000000,0.000000,0.088837,0.911163
0.012501,0.038820,0.002240,0.019430,0.095200,0.582100,0.149200,1.000000,1.000000,0.953777,0.046223
0.144480,0.635300,0.027947,0.011043,0.160500,0.066690,0.195000,1.000000,1.000000,0.881881,0.118119
0.034355,0.211000,0.041837,0.001466,0.096900,0.048700,0.080000,1.000000,1.000000,0.941539,0.058461
0.032948,0.174831,0.025249,0.000569,0.070060,0.038530,0.062326,1.000000,1.000000,0.963176,0.036824
0.275560,0.150900,0.002330,0.000860,0.043700,0.598900,0.246700,1.000000,1.000000,0.629501,0.370499
0.031093,0.250600,0.095822,0.005323,0.133800,0.058940,0.118000,0.000000,1.000000,0.905000,0.095000
0.024400,0.029870,0.002470,0.000864,0.043700,0.458300,0.067400,1.000000,1.000000,0.908062,0.091938
0.026820,0.182389,0.141985,0.010281,0.144420,0.054650,0.128500,1.000000,1.000000,0.905420,0.094580
